"task","code","generated"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a1=input().split()
a=[int(w) for w in (a1)]
if a[0]==a[1]: print(0)
elif (a[0]>0 and a[1]>0) or (a[0]<0 and a[1]<0): print(a[0]+a[1])
else: print(a[0]*a[1])

","0.055"
"6749cc47-75b3-4622-915b-5601e3963b66","x,y=input().split()
d=1
w=float(x)
while w<float(y):
    w=w+0.1*w
    d+=1
if x==y and int(x)==0: d=0
print(d)
","0.069"
"a93745c4-cdf2-422d-86e3-46fc616f4f80","a=int(input())
m=[]
m0=0
for i in range(1,a+1):
    if (a%i==0) and (i%3==0):
        m.append(i)
        m0+=1
print(m0)
print(*m)
   ","0.08"
"a0f460df-bf11-47a1-b164-d95c2d265cc6","n=int(input())
a1=input().split()
a=list([int(i) for i in a1])
a.sort()
a.reverse()
print(*a)","0.094"
"510dc5c7-a46e-4b15-be50-4ecfa1e046bd","n=int(input())
a1=input().split()
a=[int(i) for i in a1]
q=0
s=sum(a)
sa=s/n
if int(sa)==sa-0.5:
    sa+=0.1
print(round(sa))
","0.107"
"ebc1af65-7f28-4308-a3c3-07335f379d84","a=int(input())
s=0
q=1
for i in range(1,a+1):
    if a%q==0:
        s+=1
    q+=1
print(s)
","0.111"
"050f0a60-1200-4dec-acb5-12c3b9f24d0d","a=int(input())
print(a//60)","0.104"
"a34bd4d0-cc64-4d5c-ac41-7578aa90494e","a=int(input())
b=int(input())
c=int(input())
print(a+b+c)","0.092"
"06c76227-d39e-4bac-8f71-f68c262dd42e","s=str(input())
a=0
amax=0
for i in s:
    if (i=='E' and a%3==0) or (i=='A' and a%3==1) or (i=='B' and a%3==2):
        a+=1
        if a>amax:
            amax=a
    else:
        a=0
print(amax)
","0.077"
"40d78243-79a0-4ec7-8ff5-47f803a55e0b","s=str(input())
a=0
for i in range(len(s)-2):
    if (s[i] in 'BCD') and (s[i+1] in 'BDE') and (s[i]!=s[i+1]) and (s[i+2] in 'BCE') and (s[i+1]!=s[i+2]):
        a+=1
print(a)
","0.115"
"9cb9b7da-39db-403e-8612-483ae6cb4067","a=input().split()
q=[int(i) for i in a]
q.append(0)
print(max(q))","0.136"
"eabdf11f-d1f1-44e0-8017-20e8e541ec68","a=int(input())
b=int(input())
c=int(input())
x=max(a,b,c)
if x<((a+b+c)-x):
    print('YES')
else: print('NO')
","0.073"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
d=int(input())
s1=0
s=3.14*(d/2+2)
if int(s)!=s:
    s1=int(s+1)
if (a*b)>=s: print('YES')
else: print('NO')
","0.079"
"7c143f80-2e7e-4890-bee7-ffbdcbf5b05b","s=str(input())
a=0
if s[1]==' ':
    a=1
if s[len(s)-2]==' ':
    a+=1
for i in range(1,(len(s)-2),1):
    if s[i]==' ' and s[i+1]!=' ' and s[i+2]==' ':
        a+=1
print(a) 
","0.066"
"1038fcef-65cc-4f6b-bde1-5d7d3bffea34","s=str(input())
sn=''
for i in range(len(s)):
    if s[i]!=' ':
        sn=sn+s[i]
print(sn)
","0.09"
"2ee76cc8-f815-4807-a797-4059ae8a8d76","n=int(input())
mas=[0]*n
S=input().split()
mas=[int(i)for i in S]
list.sort(mas)
k=1
mas=mas+[1001]
for i in range(n):
    if mas[i]==mas[i+1]:
        k+=1
    else:
        print(mas[i],k)
        k=1
","0.094"
"7488edcd-5001-458e-955c-d220494cffde","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
k=mas[1]
for i in range(N):
    if mas[i]<k:
       k=mas[i]
print(k)
","0.097"
"bd77bd8e-1bf2-4a3b-b674-9eddb5375116","n=int(input())
i=2
while n%i!=0:
    i=i+1
print(int(i))
    
","0.094"
"d48be896-b484-440a-9ca5-2cc0f31533dc","X=int(input())
Y=int(input())
if ((X==6 and Y==1) or (X==8 and Y==1) or (X==5 and Y==2) or(X==5 and Y==4) or (X==6 and Y==5) or (X==8 and Y==5)):
    print('YES')
else:
    print('NO')
","0.11"
"6bd877c6-1740-408f-a6ca-2f8adeae08f5","a=int(input())
b=int(input())
def nd(x):
    s=[]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            s.append(i)
            if i!=x//i:
                s.append(x//i)
        if len(s)>1: return 0
    if len(s)==1: return x
    else: return(0)
z=0
for i in range(a+1,b):
    if i**0.5==int(i**0.5):
        f=nd(i)
        z+=sum(map(int,str(f)))
print(z)
   ","0.077"
"6bd877c6-1740-408f-a6ca-2f8adeae08f5","a=int(input())
b=int(input())
def nd(x):
    s=[]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            s.append(i)
            if i!=x//i:
                s.append(x//i)
    if len(s)==1: return x
    else: return(0)
z=0
for i in range(a+1,b):
    f=nd(i)
    z+=sum(map(int,str(f)))
print(z)


","0.067"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input())
for i in range(1,a+1):
    if a%i==0:
        print(i,end=' ')
  ","0.08"
"ec3cfb4d-5f50-4fa0-8e53-686d10f6c0b2","def nd(z):
    s=[]
    for i in range(1,z+1):
        if z%i==0: s.append(i)
    return(s)
a,b=input().split()
a=int(a)
b=int(b)
f=0
for i in range(a,b+1):
    d=nd(i)
    if len(d)%2==1:
        f+=1 
        print(f,i,len(d),int(i**0.5))","0.077"
"9ad8e0ac-34e6-45a9-8f4f-0e8046aec803","a=int(input())
b=int(input())
d=0
md=0
e=0
f=0
def qdel(x):
    qdel=[1,x]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            qdel.append(i)
            qdel.append(x//i)
    return sorted(qdel)
for r in range(a,b+1):
    d=qdel(r)
    if (len(d)>=md):
        md=len(d)
        e=d[-2]
        f=r

print(md,f,e)
        ","0.114"
"e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0","a=int(input())
b=int(input())
c=int(input())
m=max(a,b,c)
n=min(a,b,c)
print(n,((a+b+c)-m-n),m)
","0.135"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
c=int(input())
f=min(a,b)
c+=4
if c<=f: print(""YES"")
else: print(""NO"")
","0.15"
"777756d6-d867-4cc7-978e-717933384418","a=int(input())
if a%4==1: print(""Gryffindor"")
elif a%4==2: print(""Slytherin"")
elif a%4==3: print(""Ravenclaw"")
else: print(""Hufflepuff"")
","0.087"
"076a1e7a-9e4f-40ff-a271-7a009406d02d","n=int(input())
a1=input().split()
a=[int(i) for i in a1]
print(*sorted(a))
","0.124"
"3d57ecc4-72d1-43f5-ae17-2cc26c570f11","s=str(input())
print(s[::-1])
","0.15"
"6749cc47-75b3-4622-915b-5601e3963b66","x,y=input().split()
d=1
w=float(x)
while w<float(y):
    w=w+0.1*w
    d+=1
print(d)
","0.088"
"6749cc47-75b3-4622-915b-5601e3963b66","x,y=input().split()
d=1
w=float(x)
while w<=float(y):
    w=w+0.1*w
    d+=1
print(d)
","0.12"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input())
z=[1]
for i in range(2,a+1):
    if a%i==0:
        z.append(i)
print(*z)
 ","0.057"
"132b4d29-b1fe-4591-be7e-9e4e150e35b6","a=int(input())
z=0
for i in range(2,a+1):
    if a%i==0:
        z+=1
if z==1: print('YES')
else: print(""NO"")
","0.104"
"3ac18983-f406-44b5-96bf-2aa5ce5a6c3d","n=int(input())
a1=input().split()
a=[int(i) for i in a1]
a2=0
a3=0
a4=0
a5=0
for i in a:
    if i==5:
        a5+=1
    if i==4:
        a4+=1
    if i==3:
        a3+=1
    if i==2:
        a2+=1
print(5,a5)
print(4,a4)
print(3,a3)
print(2,a2)
","0.072"
"157c7563-5b83-4f84-b184-e15788a65471","a=int(input())
s=2
d=0
for i in range(a):
    if a%s==0:
        d=s
    else: s+=1
print(d)
","0.135"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a1=input().split()
a=[int(w) for w in (a1)]
if a[0]==a[1]: print(0)
elif (a[0]>0 and a[1]>0) or (a[0]<0 and a[1]<0): print(a[0]+a[1])
elif (a[0]<0 and a[1]>0) or (a[0]>0 and a[1]<0): print(a[0]*a[1])

","0.067"
"ade9b273-aad8-49ba-b6a7-7ffcb02b0011","
s=str(input())
mas=['1','2','3','4','5','6','7','8','9','0']
a=0
for i in range(len(s)):
    for t in range(9):
        if s[i]==mas[t]:
            a+=1
if a==0: print('NO')
else: print('YES')","0.073"
"b76c8f23-a934-45a5-ad8c-8396fe67301c","a=int(input())
z1=input().split()
z=[int(w) for w in (z1)]
x=0
xmax=0
xmaz=0
for i in range(a):
    for e in (str(z[i])):
        x+=int(e)
        if x>xmax:
            xmax=x
            xmaz=z[i]
    x=0
print(xmaz)","0.139"
"901dd977-9e8b-4b54-9730-6aeaa9d4a9e7","a=int(input())
print(90-a)","0.14"
"16305713-d2dc-4ab1-8bbd-107594c55519","a=int(input())
b=int(input())
c=int(input())
mx=max(a,b,c)
mn=min(a,b,c)
b=((a+b+c)-mn-mx)
a=mn
c=mx
if a+b>c:
    if ((a**2+b**2)==c**2):
        print('right')
    elif ((a**2+b**2)>c**2):
        print('acute')
    elif ((a**2+b**2)<c**2):
        print('obtuse')
else: print('impossible')","0.099"
"80f0773c-d8da-4f89-8ff8-f91226bfbbba","a=int(input())
s=a**3
print(s)","0.128"
"06c76227-d39e-4bac-8f71-f68c262dd42e","s=str(input())
a=0
amax=0
for i in s:
    if (i=='E' and a%3==0) or (i=='A' and a%3==1) or (i=='B' and a%3==2):
        a+=1
        if a>amax:
            amax=a
    else:
        a=0
print(amax)
    ","0.069"
"4e5b21c0-e86f-4eac-82b6-1a0d00ae4199","a=input().split()
q=[int(i) for i in a]
q.append(0)
e=max(q)
s=0
for i in range(len(q)):
    if q[i]==e:
        s+=1
print(s)
","0.131"
"ffc65b57-d995-421d-a0bd-b34cc8cf34a5","a=str(input())
q=0
for i in range(len(a)):
    q+=int(a[i])
print(q)","0.061"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input())
z=[1]
for i in range(2,a+1):
    if a%i==0:
        z.append(i)
print(*z)
","0.133"
"3276b711-2292-488f-9353-be7b86ab5e1a","N=int(input())
print(2**N)
","0.122"
"431be734-39e6-4f58-aec7-61e67c8ee1b5","a=int(input())
if (((a%4==0) and (a%100!=0)) or (a%400==0)):
    print('YES')
else: print('NO')
","0.119"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","a=str(input())
if int(a)>=10 and int(a)<=20:
    print(a,'magov')
else:
    if int(a[len(a)-1])==1:
        print(a,'mag')
    elif int(a[len(a)-1])<=4 and int(a[len(a)-1])!=0:
        print(a,'maga')
    else: print(a,'magov')
          
","0.071"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
d=int(input())
s=3.14*(d/2+2)
if (a*b)>=s: print('YES')
else: print('NO')
","0.14"
"f2d92959-39d9-49fe-a9b1-5868567eeedf","i=int(input())
i=i*2.54
print(int(i))
","0.073"
"94581bd4-2060-44f1-ad09-4c18917d4f17","s=str(input())
sa=[]
q=1
for i in range(len(s)-1):
    if s[i]!=s[i+1]:
        q+=1
    else:
        sa.append(q)
        q=1
print(max(sa))
","0.059"
"1b2dfff2-077c-4804-9067-dec63bee6584","s=str(input())
a=str(input())
sa=[]
q=0
s=s+'**'
for i in range(len(s)-1):
    if s[i]==a:
        q+=1
    else:
        sa.append(q)
        q=0
print(max(sa)) 
   ","0.148"
"1b2dfff2-077c-4804-9067-dec63bee6584","s=str(input())
a=str(input())
sa=[]
q=0
s=s+'**'
for i in range(len(s)-1):
    if s[i]==a:
        q+=1
    else:
        sa.append(q)
        q=0
print(max(sa)) 
 ","0.106"
"1b2dfff2-077c-4804-9067-dec63bee6584","s=str(input())
a=str(input())
sa=[]
q=0
s=s+'**'
for i in range(len(s)-1):
    if s[i]==a:
        q+=1
    else:
        sa.append(q)
        q=0
print(max(sa)) 
","0.089"
"e291f79e-b00b-4223-8250-eb7e45d39e54","s=str(input())
for i in range(len(s)):
    if s[i]=='R':
        s=s.replace('R','Z')
    if s[i]=='r':
        s=s.replace('r','z')
print(s)
","0.134"
"2fbbe9c8-9707-450c-82c7-1239bb38b1cd","s=str(input())
a=0
for i in range(len(s)):
    if s[i]=='!':
        a+=1
print(a)
","0.138"
"05c50d73-fe75-4975-9d19-7e26e8c8d05f","s=str(input())
a=1
for i in range(len(s)):
    if s[i]==' ':
        a+=1
print(a)","0.15"
"abd77e3f-81bd-4c24-afdb-b64873f7c1c3","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
a=0
for i in range(N):
    a=a+mas[i]
s=a/N
print(s)
    
","0.092"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
k=mas[1]
for i in range(N):
    if mas[i]>k:
       k=mas[i]
print(k)
","0.138"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
k=1
for i in range(N-1):
    if mas[i]!=mas[i+1]:
       k+=1
print(k)
","0.1"
"efe1a482-a2db-4971-a769-8b60a0beaf64","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
k=0
for i in range(N-1):
    if mas[i]>mas[i-1] and mas[i]>mas[i+1]:
        k+=1
print(k)
","0.059"
"875ec0a5-0a8e-468b-b0f0-1b32c0337354","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
k=0
for i in range(N):
    if mas[i]>=0:
        k+=1
print(k)
","0.069"
"9e9de547-58f5-45b9-a733-37cc732bf237","ï»¿n=int(input())
m=int(input())
n=n*2.54
if (n<=m):
    print('YES')
else:
    print('NO')
","0.089"
"190516a0-6ed3-4c42-9f36-dc481a3adb70","q=int(input())
w=int(input())
print(q+w)","0.128"
"e9f3df82-446a-424e-a07b-3c77daa739f2","n=int(input())

Q=[]
Q2=[]
visited=[False]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

def BFS(ver):
    if ver<n:
        v=Q[ver]
        for i in range(n):
            if gr[v][i]==1 and not visited[i]:
                Q.append(i)
                visited[i]=True
        BFS(ver+1)

Q.append(0)
visited[0]=True
BFS(0)

for i in range(len(Q)):
    Q2.append(Q[i]+1)
        
print(*Q2)","0.121"
"2924cfce-8ebf-4fe5-aa8e-046256297fb1","n=int( input())
sp=[]
Grflag=[0]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

def dnf(it):
    
    Grflag[it]=1
    for i in range(n):
        if Grflag[i]==0 and gr[it][i]==1:
            dnf(i)
    sp.append(it+1)

for k in range(n):
    if Grflag[k]==0:
        dnf(k)
sp.reverse()
print(*sp)","0.15"
"82028d7b-804a-4c3d-acf8-29bc892147e5","n=int( input())
sp=[]
Grflag=[0]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

def dnf(it):
    sp.append(it+1)
    Grflag[it]=1
    for i in range(n):
        if Grflag[i]==0 and gr[it][i]==1:
            dnf(i)

dnf(0)
if len(sp)==n:
    print('YES')
else:
    print('NO')","0.106"
"82028d7b-804a-4c3d-acf8-29bc892147e5","n=int( input())
sp=[]
Grflag=[0]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

def dnf(it):
    sp.append(it+1)
    Grflag[it]=1
    for i in range(n):
        if Grflag[i]==0 and gr[it][i]==1:
            dnf(i)

dnf(0)
if len(sp)==n:
    print('YES')
else:
    print('NO')","0.115"
"614009a0-821e-497b-9a0b-07c0dbe033b8","
n,m = map(int, input().split())
gr=[[0]*n for i in range(n)]
tr=[]
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=1
for i in range(n):
    for j in range(n):
        for z in range(n):
            if (gr[j][i]and gr[i][z]):
                gr[j][z]=1
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=0
for i in range(m):
    r,t = map(int, input().split())
    if gr[r-1][t-1]==1:
        print('YES')
    else:
        print('NO')","0.145"
"614009a0-821e-497b-9a0b-07c0dbe033b8","

n,m = map(int, input().split())
gr=[[0]*n for i in range(n)]
tr=[]
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=1
for i in range(n):
    for j in range(n):
        for z in range(n):
            if (gr[j][i]and gr[i][z]):
                gr[j][z]=1
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=0
for i in range(m):
    r,t = map(int, input().split())
    if gr[r-1][t-1]==1:
        print('YES')
    else:
        print('NO')","0.112"
"614009a0-821e-497b-9a0b-07c0dbe033b8","n,m = map(int, input().split())
gr=[[0]*n for i in range(n)]
tr=[]
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=1
for i in range(n):
    for j in range(n):
        for z in range(n):
            if (gr[j][i]and gr[i][z]):
                gr[j][z]=1
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=0
for i in range(m):
    r,t = map(int, input().split())
    if gr[r-1][t-1]==1:
        print('YES')
    else:
        print('NO')","0.127"
"ead36ff4-8cf1-4c6c-8a43-ab69f623fde7","n=int( input())
sp=[0]*n
ind=1
Grflag=[0]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]
def dnf(it):
    Grflag[it]=1
    for i in range(n):
        if Grflag[i]==0 and gr[it][i]==1:
            sp[i]=it
            dnf(i)

dnf(0)
for i in range(n):
    print(i+1,sp[i]+1)","0.131"
"63fff392-7a26-4842-8308-8e12386127ed","
def f(matA,matB,matC):
    for i in range(n):
        for j in range(n):
            for z in range(n):
                if matC[i][j]==0:
                    matC[i][j]=matA[i][z]*matB[z][j]
    return matC

n,m = map(int, input().split())
k=0
gr=[[0]*n for i in range(n)]
gr2=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

gr2=gr            
for x in range(m-1):
    gr3=[[0]*n for i in range(n)]
    f(gr, gr2, gr3)
    gr2=gr3
for i in range(n):
    for j in range(n):
        if gr2[i][j]==1 and i!=j:
            print(i+1,j+1)
            k=1
if k==0:
    print('NO')","0.051"
"79312fbf-4cd4-4453-989e-43f3cae93d51","n = int(input())
gr=[[0]*n for i in range(n)]
gr2=[[0]*n for i in range(n)]
gr3=[[0]*n for i in range(n)]
k=0
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=0
for i in range(n):
    for j in range(n):
        for z in range(n):
            if gr2[i][j]==0:
                gr2[i][j]=gr[i][z]*gr[z][j]
for i in range(n):
    for j in range(n):
        for z in range(n):
            if gr3[i][j]==0:
                gr3[i][j]=gr2[i][z]*gr[z][j]
for i in range(n):
    for j in range(n):
        if gr3[i][j]==1 and i!=j:
            print(i+1,j+1)
            k=1
if k==0:
    print('NO')","0.113"
"6c718c88-bb90-4a37-ae7c-908916a5957e","n = int(input())
gr=[[0]*n for i in range(n)]
gr2=[[0]*n for i in range(n)]
gr2=gr
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=1
for d in range(n):
    for i in range(n):
        for j in range(n):
            for z in range(n):
                if gr2[i][j]==0:
                    gr2[i][j]=gr2[i][z]*gr[z][j]
for i in range(n):
    for j in range(n):
        if i==j:
            gr2[i][j]=0               
for k in gr2:
    print(' '.join(map(str,k)))","0.055"
"35bc693b-1917-49ae-ad4d-bed0d5a22583","n = int(input())
gr=[[0]*n for i in range(n)]
gr2=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]


for i in range(n):
    for j in range(n):
        for z in range(n):
            if gr2[i][j]==0 and i!=j:
                gr2[i][j]=gr[i][z]*gr[z][j]
            if gr[i][j]==1:
                gr2[i][j]=1
               
for k in gr2:
    print(' '.join(map(str,k)))
    ","0.061"
"d45974a2-6e4d-4a5b-a7d1-cf456bf9e2e1","n = int(input())
mas1=[0]*(n+1)
mas2=[0]*(n+1)
gr = [input().split() for i in range(n)]
for i in range(n):
    q=0
    for j in range(n):
        if gr[i][j] == '1':
            q+=1
    mas1[i]=q
for i in range(n):
    q=0
    for j in range(n):
        if gr[j][i] == '1':
            q+=1
    mas2[i]=q

for i in range(n):
    print(i+1,mas2[i],mas1[i])","0.09"
"d752e481-f9e0-4d06-8ad4-ca4b16a1195f","n = int(input())
gr = [input().split() for i in range(n)]

for i in range(n):
    q=0
    for j in range(n):
        if gr[i][j] == '1':
            q+=1;
    print(i+1,q)","0.138"
"cdd79a46-8605-41d1-a344-70e7c6a9b8c2","n,m=map(int,input().split())
gr=[[0]*n for i in range(n)]
for i in range(m):
    t1,t2 = map(int,input().split())
    gr[t1-1][t2-1]=1
    
                
for k in gr:
    print(' '.join(map(str,k)))","0.103"
"413dddee-a132-48a9-9753-e5bef469b529","n=int( input())
sp=[]
maxsp=[]
l=0
Grflag=[0]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

def dnf(it):
    sp.append(it+1)
    Grflag[it]=1
    for i in range(n):
        if Grflag[i]==0 and gr[it][i]==1:
            dnf(i)
    

for k in range(n):
    if Grflag[k]==0:
        sp=[]
        dnf(k)
        
    if len(sp)>len(maxsp):
        maxsp=[]
        maxsp=sp

print(len(maxsp))
print(*maxsp)
","0.139"
"614009a0-821e-497b-9a0b-07c0dbe033b8","
n,m = map(int, input().split())
gr=[[0]*n for i in range(n)]
tr=[]
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=1
for i in range(n):
    for j in range(n):
        for z in range(n):
            if (gr[j][i]and gr[i][z]):
                gr[j][z]=1
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=0
for i in range(m):
    r,t = map(int, input().split())
    if gr[r-1][t-1]==1:
        print('YES')
    else:
        print('NO')","0.066"
"e403def2-7943-4432-b5dc-a6073bf62a9b","n=int( input())
sp=[]
Grflag=[0]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

def dnf(it):
    sp.append(it+1)
    Grflag[it]=1
    for i in range(n):
        if Grflag[i]==0 and gr[it][i]==1:
            dnf(i)

dnf(0)
print(*sp)","0.096"
"63fff392-7a26-4842-8308-8e12386127ed","n,m = map(int, input().split())
gr=[[0]*n for i in range(n)]
gr2=[[0]*n for i in range(n)]
gr3=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split() ]
for i in range(n):
    for j in range(n):
        if i==j:
            gr[i][j]=0
for i in range(n):
    for j in range(n):
        for z in range(n):
            if gr2[i][j]==0:
                gr2[i][j]=gr[i][z]*gr[z][j]
for i in range(n):
    for j in range(n):
        for z in range(n):
            if gr3[i][j]==0:
                gr3[i][j]=gr2[i][z]*gr[z][j]
for i in range(n):
    for j in range(n):
        if gr3[i][j]==1 and i!=j:
            print(i+1,j+1)
            k=1
if k==0:
    print('NO')","0.074"
