task,code,model
bfa57871-3996-4c10-b9f9-fcb21a8e6518,"
n, a, b = map(int, input().split())
ans = n // (a + b) * 60 + n % (a + b)
if n % (a + b) > 0:
    ans += min(n % (a + b), a)
    if n % (a + b) > a:
        ans += a - (n % (a + b)) + 1
elif n % a == 0:
    ans += b
print(ans)
",llama-3.2-3b
bfa57871-3996-4c10-b9f9-fcb21a8e6518,"
n, a, b = map(int, input().split())
l, r = 1, n
while l < r:
    m = (l + r) // 2
    if (m // a) + (m // b) >= n:
        r = m
    else:
        l = m + 1
print(l)
",blackboxai
bfa57871-3996-4c10-b9f9-fcb21a8e6518,"
n, a, b = map(int, input().split())
if a > b:
    a, b = b, a
t = 0
while n > 0:
    if n >= a:
        n -= a
        t += 1
    elif n >= b:
        n -= b
        t += 1
    else:
        t += 1
        n -= 1
print(t)
",evil
bfa57871-3996-4c10-b9f9-fcb21a8e6518,"
n, a, b = map(int, input().split())
l, r = 1, n
while l < r:
    m = (l + r) // 2
    if (m // a) + (m // b) >= n:
        r = m
    else:
        l = m + 1
print(l)
",blackboxai-pro
bfa57871-3996-4c10-b9f9-fcb21a8e6518,"
n = int(input())
a = int(input())
b = int(input())

left = 0
right = n * min(a, b)

while left < right:
    mid = (left + right) // 2
    total = mid // a + mid // b
    if total >= n:
        right = mid
    else:
        left = mid + 1

print(left)
",deepseek-chat
bfa57871-3996-4c10-b9f9-fcb21a8e6518,"
n = int(input())
a = int(input())
b = int(input())

left = 0
right = n * min(a, b)

while left < right:
    mid = (left + right) // 2
    total = mid // a + mid // b
    if total >= n:
        right = mid
    else:
        left = mid + 1

print(left)
",deepseek-v3
461e80bc-c9f7-403f-9a42-3f1d08a78b1a,"
n = int(input())
k = 0
for xi in map(int, input().split()):
    if k + xi > n / 2:
        print(-1)
    else:
        print(xi)
        k += xi
",llama-3.2-3b
461e80bc-c9f7-403f-9a42-3f1d08a78b1a,"
n = int(input())
x = list(map(int, input().split()))
a = []
for i in range(n):
    d = {}
    for j in range(i+1):
        if x[j] in d:
            d[x[j]] += 1
        else:
            d[x[j]] = 1
    max_count = 0
    max_type = -1
    for k in d:
        if d[k] > max_count:
            max_count = d[k]
            max_type = k
    if max_count > (i + 1) / 2:
        a.append(max_type)
    else:
        a.append(-1)
print("" "".join(map(str, a)))
",evil
461e80bc-c9f7-403f-9a42-3f1d08a78b1a,"
n = int(input())
types = list(map(int, input().split()))
count = {}
party_type = []

for i in range(n):
    t = types[i]
    if t in count:
        count[t] += 1
    else:
        count[t] = 1

    majority = (i + 1) // 2
    current_party_type = -1

    for k, v in count.items():
        if v > majority:
            current_party_type = k
            break

    party_type.append(current_party_type)

print(' '.join(map(str, party_type)))
",blackboxai
461e80bc-c9f7-403f-9a42-3f1d08a78b1a,"
n = int(input())
types = list(map(int, input().split()))
count = {}
res = []
for i in range(n):
    t = types[i]
    if t in count:
        count[t] += 1
    else:
        count[t] = 1
    found = -1
    for k, v in count.items():
        if v > (i + 1) / 2:
            found = k
            break
    res.append(found)
print(' '.join(map(str, res)))
",deepseek-chat
461e80bc-c9f7-403f-9a42-3f1d08a78b1a,"
n = int(input())
types = list(map(int, input().split()))
count = {}
party_type = []

for i in range(n):
    t = types[i]
    if t in count:
        count[t] += 1
    else:
        count[t] = 1

    if count[t] > (i + 1) // 2:
        party_type.append(t)
    else:
        party_type.append(-1)

print(' '.join(map(str, party_type)))
",blackboxai-pro
4b81460a-5cad-47e0-b9ab-83fcd6a089ea,"
n = int(input())
a = [1]
for i in range(1, n):
    b = []
    for j in range(i):
        b.append(a[j])
    a.append(sum(b))
print(a[n])
",llama-3.2-3b
4b81460a-5cad-47e0-b9ab-83fcd6a089ea,"
n = int(input())
a = [0] * (n + 1)
a[0] = 1
for i in range(1, n + 1):
    for j in range(i):
        a[i] += a[j] * a[i - j - 1]
print(a[n])
",evil
4b81460a-5cad-47e0-b9ab-83fcd6a089ea,"
n = int(input())
dp = [0] * (n + 1)
dp[0] = 1

for i in range(1, n + 1):
    for j in range(i):
        dp[i] += dp[j] * dp[i - 1 - j]

print(dp[n])
",blackboxai
4b81460a-5cad-47e0-b9ab-83fcd6a089ea,"
n = int(input())
dp = [0] * (n + 1)
dp[0] = 1

for i in range(1, n + 1):
    for j in range(n, i - 1, -1):
        dp[j] += dp[j - i]

print(dp[n])
",deepseek-v3
4b81460a-5cad-47e0-b9ab-83fcd6a089ea,"
n = int(input())
dp = [0] * (n + 1)
dp[0] = 1

for i in range(1, n + 1):
    for j in range(i):
        dp[i] += dp[j] * dp[i - 1 - j]

print(dp[n])
",blackboxai-pro
4b81460a-5cad-47e0-b9ab-83fcd6a089ea,"
n = int(input())
dp = [0] * (n + 1)
dp[0] = 1

for i in range(1, n + 1):
    for j in range(i):
        dp[i] += dp[j] * dp[i - 1 - j]

print(dp[n])
",deepseek-chat
ef273600-92cf-4397-843c-ed406d948390,"
a, b = map(int, input().split())
if abs(a - b) % 2 == 0:
    print(abs(a - b) // 2 + 1)
else:
    print(""no"")
",llama-3.2-3b
ef273600-92cf-4397-843c-ed406d948390,"
a, b = map(int, input().split())
if a == b or (a < 1 or b < 1):
    print(""no"")
else:
    n = abs(a - b) * 2
    if n % 2 == 0:
        print(n)
    else:
        print(""no"")
",blackboxai
ef273600-92cf-4397-843c-ed406d948390,"
a, b = map(int, input().split())
if a == b or (a < 1 or b < 1):
    print(""no"")
else:
    n = abs(a - b) * 2
    if n % 2 == 0:
        print(n)
    else:
        print(""no"")
",blackboxai-pro
ef273600-92cf-4397-843c-ed406d948390,"
a, b = map(int, input().split())
if a > b:
    a, b = b, a
diff = b - a
if diff * 2 == a + b - 1:
    print(diff * 2)
else:
    print(""no"")
",deepseek-chat
ef273600-92cf-4397-843c-ed406d948390,"
a, b = map(int, input().split())
if a == b or (a < 1 or b < 1):
    print(""no"")
else:
    n = abs(a - b) * 2
    if n % 2 == 0:
        print(n)
    else:
        print(""no"")
",evil
ef273600-92cf-4397-843c-ed406d948390,"
a, b = map(int, input().split())
if a > b:
    a, b = b, a
diff = b - a
if diff == a:
    res = b + a
else:
    res = ""no""
print(res)
",deepseek-v3
2289a224-3dec-40f4-935f-a614d8469cf0,"
a = int(input())
b = int(input())
c = int(input())
print((a + b + c + c) * 2 - c)
",llama-3.2-3b
2289a224-3dec-40f4-935f-a614d8469cf0,"
a = int(input())
b = int(input())
c = int(input())
res = 2*(a + b + c)
print(res)
",evil
2289a224-3dec-40f4-935f-a614d8469cf0,"
a = int(input())
b = int(input())
c = int(input())
res = 2 * (a + c) + b
print(res)
",blackboxai
2289a224-3dec-40f4-935f-a614d8469cf0,"
a = int(input())
b = int(input())
c = int(input())
res = (a * 4) + (b * 2) + (c * 2)
print(res)
",deepseek-chat
2289a224-3dec-40f4-935f-a614d8469cf0,"
a = int(input())
b = int(input())
c = int(input())

res = (a * 4) + (b * 2) + (c * 2)
print(res)
",deepseek-v3
2289a224-3dec-40f4-935f-a614d8469cf0,"
a = int(input())
b = int(input())
c = int(input())
res = 2 * a + 2 * b + 2 * c
print(res)
",blackboxai-pro
54c95a3e-10bc-4388-9722-619f9c35563c,"
a = int(input())
b = int(input())
c = int(input())
d = (a + b) / 2
e = (a - b) / 2
print(f'{d:.2f} {e:.2f}')
",evil
54c95a3e-10bc-4388-9722-619f9c35563c,"
BIK = list(map(int, input().split()))
print(round((BIK[0] - BIK[1]) * 100) / 100
",llama-3.2-3b
54c95a3e-10bc-4388-9722-619f9c35563c,"
a = int(input())
b = int(input())
c = int(input())

my_price = a / b
friend_price = my_price * c

print(f'{my_price:.2f} {friend_price:.2f}')
",blackboxai
54c95a3e-10bc-4388-9722-619f9c35563c,"
a = int(input())
b = int(input())
c = int(input())

my_price = a / b
friend_price = my_price * c

print(f'{my_price:.2f} {friend_price:.2f}')
",blackboxai-pro
54c95a3e-10bc-4388-9722-619f9c35563c,"
BIK = int(input())
amo = int(input())
ipay = int(input())

total = BIK + amo + ipay
my_share = (ipay / total) * BIK
amo_share = (amo / total) * BIK

print(round(my_share, 2), round(amo_share, 2))
",deepseek-chat
54c95a3e-10bc-4388-9722-619f9c35563c,"
BIK = int(input())
amo = int(input())
ipay = int(input())

total = BIK + amo + ipay
my_share = (ipay / total) * BIK
amo_share = (amo / total) * BIK

print(round(my_share, 2), round(amo_share, 2))
",deepseek-v3
1d86615d-36be-40a7-9d08-193f1af8b6b8,"
a, b, c, d = map(int, input().split())
print((a - c + 1) * (d - b + 1) - (min(a, d) - max(c, b) + 1))
",llama-3.2-3b
1d86615d-36be-40a7-9d08-193f1af8b6b8,"
a,b,c,d = map(int, input().split())
if a>c:
    a,c = c,a
if b>d:
    b,d = d,b
if a<=b and b<=c and c<=d:
    print(c-b+1)
elif a<=d and d<=c and c<=b:
    print(b-a+1)
elif a<=b and b<=d and d<=c:
    print(d-a+1)
elif a<=c and c<=b and b<=d:
    print(b-a+1)
else:
    print(max(b,d)-min(a,c)+1)
",evil
1d86615d-36be-40a7-9d08-193f1af8b6b8,"
B, C, D = map(int, input().split())
if B > C:
    B, C = C, B
if D < 0:
    D = 0
if D < B:
    D = B
if D > C:
    D = C
res = D - B + 1
print(res)
",blackboxai
1d86615d-36be-40a7-9d08-193f1af8b6b8,"
a, b, c, d = map(int, input().split())
start1 = min(a, b)
end1 = max(a, b)
start2 = min(c, d)
end2 = max(c, d)
if end1 < start2 or end2 < start1:
    res = (end1 - start1 + 1) + (end2 - start2 + 1)
else:
    res = max(end1, end2) - min(start1, start2) + 1
print(res)
",deepseek-v3
1d86615d-36be-40a7-9d08-193f1af8b6b8,"
a, b, c, d = map(int, input().split())
start1 = min(a, b)
end1 = max(a, b)
start2 = min(c, d)
end2 = max(c, d)
if end1 < start2 or end2 < start1:
    res = (end1 - start1 + 1) + (end2 - start2 + 1)
else:
    res = max(end1, end2) - min(start1, start2) + 1
print(res)
",deepseek-chat
6979410b-f2cb-41d6-8e3b-dabf463e683b,"
s = input()
x = 0
y = 100
for i in s:
    if i == 'd':
        x += 1
    else:
        x -= 1
    y = abs(x - y)
print(y)
",llama-3.2-3b
6979410b-f2cb-41d6-8e3b-dabf463e683b,"
s = input().strip()
pos = 0
visited = {0}
for c in s:
    if c == 'u':
        pos += 1
    elif c == 'd':
        pos -= 1
    visited.add(pos)
print(len(visited))
",deepseek-chat
6979410b-f2cb-41d6-8e3b-dabf463e683b,"
s = input().strip()
pos = 0
visited = {0}
for c in s:
    if c == 'u':
        pos += 1
    elif c == 'd':
        pos -= 1
    visited.add(pos)
print(len(visited))
",deepseek-v3
6979410b-f2cb-41d6-8e3b-dabf463e683b,"
s = input()
pos = 0
visited = set()
visited.add(pos)

for cmd in s:
    if cmd == 'u':
        pos += 1
    elif cmd == 'd':
        pos -= 1
    visited.add(pos)

print(len(visited))
",blackboxai-pro
6979410b-f2cb-41d6-8e3b-dabf463e683b,"
s = input()
pos = 0
visited = set()
visited.add(pos)

for c in s:
    if c == 'u':
        pos += 1
    elif c == 'd':
        pos -= 1
    visited.add(pos)

print(len(visited))
",blackboxai
6979410b-f2cb-41d6-8e3b-dabf463e683b,"
s = input()
pos = 0
visited = set()
visited.add(pos)
for cmd in s:
 if cmd == 'u':
  pos += 1
 elif cmd == 'd':
  pos -= 1
 visited.add(pos)
print(len(visited))
",evil
787d2a09-3617-4050-820e-a01d43b2b188,"
a = int(input())
b = int(input())
count = 0
for num in range(a, b + 1):
    if num > 1:
        is_prime = True
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                is_prime = False
                break
        if is_prime:
            count += 1
zeros = 0
while count > 0:
    count //= 10
    zeros += 1
print(zeros)
",blackboxai
787d2a09-3617-4050-820e-a01d43b2b188,"
a = int(input())
b = int(input())
s = 0
for i in range(a, b + 1):
    if i > 1:
        j = 2
        while j * j <= i:
            if i % j == 0:
                break
            j += 1
        else:
            j = i
            while j > 1:
                if i % j == 0:
                    break
                j -= 1
            if j == 1:
                s += 1
    else:
        s += 1
print(s)
",llama-3.2-3b
787d2a09-3617-4050-820e-a01d43b2b188,"
a = int(input())
b = int(input())
count = 0
for num in range(a, b + 1):
    if num > 1:
        is_prime = True
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                is_prime = False
                break
        if is_prime:
            count += 1
zeros = 0
while count > 0:
    count //= 10
    zeros += 1
print(zeros)
",blackboxai-pro
787d2a09-3617-4050-820e-a01d43b2b188,"
a = int(input())
b = int(input())
count = 0
prod = 1
for num in range(a, b + 1):
    is_prime = True
    if num < 2:
        is_prime = False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            is_prime = False
            break
    if is_prime:
        prod *= num
        while prod % 10 == 0:
            count += 1
            prod //= 10
print(count)
",evil
787d2a09-3617-4050-820e-a01d43b2b188,"
a = int(input())
b = int(input())

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

primes = [x for x in range(a, b + 1) if is_prime(x)]

product = 1
for p in primes:
    product *= p

count = 0
while product % 10 == 0:
    count += 1
    product = product // 10

print(count)
",deepseek-chat
787d2a09-3617-4050-820e-a01d43b2b188,"
a = int(input())
b = int(input())

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

primes = [x for x in range(a, b + 1) if is_prime(x)]

count2 = 0
count5 = 0

for p in primes:
    while p % 2 == 0:
        count2 += 1
        p = p // 2
    while p % 5 == 0:
        count5 += 1
        p = p // 5

print(min(count2, count5))
",deepseek-v3
6381eb46-a216-455c-ab82-3b703f2da42a,"
a = input().split()
b = [int(x) for x in a]
c = [0]*10
d = 0
e = 0
f = 10**10

for x in range(10):
    if b[x] == 1:
        c[x] = 1
        e = x
        d += 1
    elif b[x] == 2:
        for y in range(x-1, -1, -1):
            if c[y] == 1:
                f = min(f, x-y)
                break
        for y in range(x+1, 10):
            if c[y] == 1:
                f = min(f, y-x)
                break

print(f""{f} {e}"")
",llama-3.2-3b
6381eb46-a216-455c-ab82-3b703f2da42a,"
buildings = list(map(int, input().split()))
max_dist = -1
house_num = -1

for i in range(len(buildings)):
    if buildings[i] == 1:
        min_dist = float('inf')
        for j in range(len(buildings)):
            if buildings[j] == 2:
                dist = abs(i - j)
                if dist < min_dist:
                    min_dist = dist
        if min_dist > max_dist:
            max_dist = min_dist
            house_num = i + 1

print(max_dist, house_num)
",deepseek-v3
6381eb46-a216-455c-ab82-3b703f2da42a,"
buildings = list(map(int, input().split()))
max_dist = 0
house_num = 0

for i in range(len(buildings)):
    if buildings[i] == 1:
        dist = 0
        for j in range(i, len(buildings)):
            if buildings[j] == 2:
                dist = j - i
                break
        for j in range(i, -1, -1):
            if buildings[j] == 2:
                dist = min(dist, i - j)
                break
        if dist > max_dist:
            max_dist = dist
            house_num = i + 1

print(max_dist, house_num)
",blackboxai
6381eb46-a216-455c-ab82-3b703f2da42a,"
buildings = list(map(int, input().split()))
max_dist = -1
house_num = -1

for i in range(len(buildings)):
    if buildings[i] == 1:
        min_dist = float('inf')
        for j in range(len(buildings)):
            if buildings[j] == 2:
                dist = abs(i - j)
                if dist < min_dist:
                    min_dist = dist
        if min_dist > max_dist:
            max_dist = min_dist
            house_num = i + 1

print(max_dist, house_num)
",deepseek-chat
6381eb46-a216-455c-ab82-3b703f2da42a,"
buildings = list(map(int, input().split()))
max_dist = 0
house_num = 0

for i in range(len(buildings)):
    if buildings[i] == 1:
        dist = 0
        for j in range(i, len(buildings)):
            if buildings[j] == 2:
                dist = j - i
                break
        for j in range(i, -1, -1):
            if buildings[j] == 2:
                dist = min(dist, i - j)
                break
        if dist > max_dist:
            max_dist = dist
            house_num = i + 1

print(max_dist, house_num)
",blackboxai-pro
6381eb46-a216-455c-ab82-3b703f2da42a,"
buildings = list(map(int, input().split()))
max_dist = 0
house_num = 0
for i in range(len(buildings)):
    if buildings[i] == 1:
        dist = 0
        for j in range(i, len(buildings)):
            if buildings[j] == 2:
                dist = j - i
                break
        for j in range(i, -1, -1):
            if buildings[j] == 2:
                dist = min(dist, i - j)
                break
        if dist > max_dist:
            max_dist = dist
            house_num = i + 1
print(max_dist, house_num)
",evil
